player_id,season,season_type,completions,attempts,passing_yards,passing_tds,interceptions,sacks,sack_yards,sack_fumbles,sack_fumbles_lost,passing_air_yards,passing_yards_after_catch,passing_first_downs,passing_epa,passing_2pt_conversions,pacr,dakota,carries,rushing_yards,rushing_tds,rushing_fumbles,rushing_fumbles_lost,rushing_first_downs,rushing_epa,rushing_2pt_conversions,receptions,targets,receiving_yards,receiving_tds,receiving_fumbles,receiving_fumbles_lost,receiving_air_yards,receiving_yards_after_catch,receiving_first_downs,receiving_epa,receiving_2pt_conversions,racr,target_share,air_yards_share,wopr_x,special_teams_tds,fantasy_points,games,tgt_sh,ay_sh,yac_sh,wopr_y,ry_sh,rtd_sh,rfd_sh,rtdfd_sh,dom,w8dom,yptmpa,ppr_sh,player_name,position,fantasy_points_ppr,target_next_year_points
00-0032725,2021,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,16,19,165.0,1,0.0,0.0,67.0,115.0,9.0,7.209891159058316,0,21.081818181818182,0.5009655021029364,0.2126028805548434,0.9002702695427951,0.0,22.500000000000004,11,0.04449648711943794,0.021488133418858243,0.07287705956907478,0.08393523741424351,0.05103618929786576,0.045454545454545456,0.05521472392638037,0.05405405405405406,0.048245367376205606,0.04991986052920171,0.3864168618266979,0.03352140145578658,Stephen Anderson,TE,38.5,3.9000000000000004
00-0032741,2020,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,94,258.0,4,0.0,0.0,26.0,-4.4870641966011995,0,4,7,12.0,0,0.0,0.0,1.0,11.0,1.0,-2.7758253735955805,0,4.708333333333333,0.1892742423484128,-0.008955678413509737,0.27764238863316243,0.0,51.0,14,0.013157894736842105,0.00029197080291970805,0.0060773480662983425,0.019970418747598924,0.0036385688295936932,0.0,0.006097560975609756,0.00558659217877095,0.0018192844147968466,0.0029108550636749546,0.022556390977443608,0.04727847883643365,Peyton Barber,RB,55.0,49.900000000000006
00-0032764,2020,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,378,2027.0,17,3.0,2.0,98.0,33.64543990973246,1,19,31,114.0,0,0.0,0.0,-29.0,127.0,4.0,-6.837931312404501,0,5.014393939393939,1.0680348370163524,-0.19046338196737184,1.4687278881473682,0.0,314.1,16,0.06391752577319587,-0.007144616900714462,0.08306082406801832,0.09016059513922224,0.029796131730266597,0.0,0.019704433497536946,0.016877637130801686,0.014898065865133299,0.023836905384213278,0.23505154639175257,0.20784455648180503,Derrick Henry,RB,354.2,203.55
00-0032764,2021,REG,1,1,5.0,1,0.0,0.0,0.0,0,0,5.0,0.0,1.0,1.0320902957464568,0,1.0,0.0,219,937.0,10,1.0,0.0,49.0,-5.895254133014081,1,18,20,154.0,0,0.0,0.0,-3.0,160.0,7.0,9.714970409608213,0,2.688888888888888,0.6152322809465667,-0.07175120344940583,0.872622579005266,0.0,175.3,8,0.07547169811320754,-0.0014238253440911248,0.1689545934530095,0.11206848689453842,0.07650273224043716,0.0,0.07142857142857142,0.06422018348623854,0.03825136612021858,0.061202185792349734,0.5811320754716981,0.25914307164307165,Derrick Henry,RB,203.55,307.8
00-0032764,2022,REG,2,2,4.0,1,0.0,0.0,0.0,0,0,-1.0,5.0,1.0,0.46645660075591877,0,0.0,0.0,349,1538.0,13,4.0,2.0,65.0,-22.311296168132685,0,33,41,398.0,0,2.0,1.0,-7.0,397.0,11.0,14.124216125208529,0,-3.7563492063492037,1.6511838948963948,0.004516195408740646,2.4799371791307103,0.0,269.76,16,0.09832134292565947,-0.0021766169154228856,0.2764623955431755,0.1457407208561509,0.1328881469115192,0.0,0.07746478873239436,0.06962025316455696,0.0664440734557596,0.10631051752921537,0.9544364508393285,0.2738174911820566,Derrick Henry,RB,307.8,246.8
00-0032764,2023,REG,2,3,14.0,2,0.0,0.0,0.0,0,0,27.0,0.0,2.0,4.522410724341171,0,2.0,0.0,280,1167.0,12,0.0,0.0,63.0,-2.0985031590381666,0,28,36,214.0,0,0.0,0.0,-100.0,275.0,7.0,3.1744809493247885,0,-7.293751346692523,1.3135967806556041,-0.45336549235501616,1.653039326334895,0.0,218.66000000000003,17,0.0728744939271255,-0.02188662727073758,0.17230576441102757,0.09180243907409819,0.06093394077448747,0.0,0.04430379746835443,0.040697674418604654,0.030466970387243737,0.04874715261958998,0.4331983805668016,0.20792730215463467,Derrick Henry,RB,246.8,381.40000000000003
00-0032765,2022,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,16,22,171.0,3,0.0,0.0,237.0,21.0,13.0,16.696307317644823,0,2.4690575479566306,0.6032051282051282,0.590019664658509,1.3178214575686484,0.0,35.1,3,0.19130434782608696,0.18022813688212927,0.10396039603960396,0.4311390312448339,0.1993006993006993,0.75,0.37142857142857144,0.41025641025641024,0.47465034965034963,0.3094405594405595,1.4869565217391305,0.19310709696923892,Michael Thomas,WR,51.1,89.8
00-0032775,2020,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,45,59,466.0,3,1.0,1.0,525.0,173.0,26.0,20.569485662534134,0,15.45758016884111,1.576289968917072,2.0572830951085166,3.804533119951569,0.0,62.60000000000001,15,0.09816971713810316,0.10784716516023007,0.07511940946591403,0.2335323078353388,0.09771440553575172,0.07894736842105263,0.10699588477366255,0.10320284697508897,0.08833088697840218,0.09396099811281192,0.7753743760399334,0.06354981218549931,Demarcus Robinson,WR,112.10000000000001,81.0
00-0032775,2021,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,25,41,264.0,3,0.0,0.0,427.0,62.0,13.0,9.856429052995656,0,13.441529824370816,1.041678834002754,1.4621063312238627,2.585992682860835,0.0,44.400000000000006,14,0.0702054794520548,0.09691330004539264,0.026944806605823556,0.1828388592143963,0.06375271673508814,0.1,0.05701754385964912,0.06201550387596899,0.08187635836754407,0.07100217338807052,0.4520547945205479,0.048313887109799225,Demarcus Robinson,WR,81.0,116.7
00-0032775,2022,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,48,75,458.0,2,2.0,1.0,676.0,150.0,23.0,3.5986004587224407,0,10.099554878103605,2.629330980040919,3.273640863712305,6.235545074659992,0.0,55.800000000000004,16,0.15889830508474576,0.17205395775006363,0.11450381679389313,0.3759906238271695,0.14860480207657364,0.10526315789473684,0.1597222222222222,0.15337423312883436,0.12693397998565525,0.1399364732402063,0.9703389830508474,0.08560965954077593,Demarcus Robinson,WR,116.7,94.80000000000001
00-0032775,2023,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,23.0,0,0.0,0.0,1.0,1.3572578405728564,0,26,39,371.0,4,2.0,1.0,478.0,89.0,20.0,16.26467342618637,0,10.313200549079141,1.149355410309166,1.9015091828528239,3.055089543460726,0.0,61.400000000000006,8,0.14391143911439114,0.2467733608673206,0.0812043795620438,0.41328584736544316,0.1832098765432099,0.25,0.20618556701030927,0.21238938053097345,0.21660493827160493,0.1965679012345679,1.3690036900369005,0.11553205551883676,Demarcus Robinson,WR,94.80000000000001,137.2
00-0032778,2020,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,3,0.0,0,0.0,0.0,112.0,0.0,0.0,-4.866008272161707,0,0.0,0.09182724252491695,0.4183673219545518,0.4305979891555617,0.0,0.0,3,0.028037383177570093,0.1271282633371169,0.0,0.14375868543604867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tajae Sharpe,WR,0.0,48.0
00-0032780,2020,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,35,60.0,4,0.0,0.0,7.0,-6.922081960190553,0,1,1,-3.0,0,1.0,0.0,-4.0,0.0,0.0,-1.0240601899567991,0,0.75,0.022222222222222223,-0.011730205278592375,0.025122189638318672,0.0,29.700000000000003,7,0.00423728813559322,-0.0020800832033281333,0.0,0.004691865640727324,-0.001693002257336343,0.0,0.0,0.0,-0.0008465011286681715,-0.0013544018058690745,-0.012711864406779662,0.0514513642153248,Jordan Howard,RB,30.7,64.2
00-0032780,2021,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,86,406.0,3,0.0,0.0,24.0,-0.5718935054627892,0,2,5,19.0,0,0.0,0.0,9.0,14.0,2.0,-0.8270643803989515,0,-19.0,0.18285714285714286,0.03348641408342901,0.2977262041441146,0.0,60.5,7,0.031055900621118012,0.005964214711729622,0.027079303675048357,0.051355222701060715,0.01450381679389313,0.0,0.03333333333333333,0.030303030303030304,0.007251908396946565,0.011603053435114504,0.11801242236024845,0.11160714285714286,Jordan Howard,RB,64.2,0.1
00-0032791,2020,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,3,20.0,0,0.0,0.0,1.0,-0.7343293606536463,0,36,54,373.0,1,0.0,0.0,567.0,172.0,22.0,6.309339333699628,0,13.073226607648223,1.679947694385406,2.0535499893736047,3.957406534139632,1.0,51.300000000000004,14,0.11392405063291139,0.15184788430637386,0.12619222303741745,0.2923643833944662,0.1097381582818476,0.043478260869565216,0.12429378531073447,0.115,0.07660820957570641,0.09648617879939114,0.7869198312236287,0.07246858034632178,Jakeem Grant,WR,81.3,37.5
