player_id,name,position,pro_team,projected_points
4575665,Jacob Cowing,WR,SF,12.896999999999993
2971281,Pharaoh Brown,TE,IND,12.763500000000008
4242214,Clyde Edwards-Helaire,RB,,12.711500000000003
3928925,JaMycal Hasty,RB,NE,12.705499999999994
4360405,Jake Bobo,WR,SEA,12.470500000000005
4428811,Xavier Weaver,WR,ARI,11.906366666666655
4430191,Skyy Moore,WR,GB,11.906366666666655
4372063,Ronnie Bell,WR,NO,11.720500000000008
4428085,Luke Musgrave,TE,GB,11.690999999999999
4257188,Charlie Jones,WR,CIN,11.521133333333326
3115293,Kyle Allen,QB,BUF,11.374500000000008
4245131,Tim Jones,WR,JAX,11.35700000000001
4698597,Barion Brown,WR,NO,11.14
4372716,Nikko Remigio,WR,KC,11.052000000000005
3929914,Adam Prentice,RB,DEN,10.898025
4685522,Ty Simpson,QB,LAR,10.8
4034946,Kyle Trask,QB,CAR,10.785
4714771,Drew Allar,QB,PIT,10.59
4045305,Ian Thomas,TE,LV,10.382500000000004
4570561,Eric Gray,RB,NYG,10.364999999999998
3127306,Dante Pettis,WR,BUF,10.055500000000002
11394,Josh Johnson,QB,CIN,9.98875000000001
4035020,Charlie Woerner,TE,ATL,9.851999999999999
4683423,Riley Leonard,QB,IND,9.62
4690070,Mitchell Tinsley,WR,CIN,9.6
3886812,Jake Browning,QB,TB,9.530250000000002
4605951,CJ Daniels,WR,LAR,9.32
5097554,Kameron Johnson,WR,TB,9.18991666666668
4833029,Max Klare,TE,LAR,9.13
4391845,Cody Schrader,RB,DEN,8.925000000000004
4685413,Cade Klubnik,QB,NYJ,8.89
4912052,Justin Joly,TE,DEN,8.8
4696700,Tip Reiman,TE,ARI,8.706000000000001
4426875,Sam Howell,QB,DAL,8.640583333333336
4917427,Tanner Koziol,TE,JAX,8.56
4034779,Ko Kieft,TE,TB,8.5
4596545,CJ Dippre,TE,NE,8.5
4685504,Sam Roush,TE,CHI,8.32
4695705,Marlin Klein,TE,HOU,8.28
4037457,Travis Homer,RB,PIT,8.272000000000002
4722908,Drew Ogletree,TE,IND,8.21
5160110,Jahdae Walker,WR,CHI,8.11
4565185,Tai Felton,WR,MIN,8.08
4432260,Matthew Hibner,TE,BAL,8.06
4876132,Josh Cuevas,TE,BAL,8.06
4889929,Quinn Ewers,QB,MIA,7.87
4878695,Max Bredeson,RB,MIN,7.83
4715355,Darius Cooper,WR,PHI,7.74
4240600,Kadarius Toney,WR,,7.6517083333333265
4039050,Devin Duvernay,WR,ARI,7.633999999999995
4426364,Baylor Cupp,TE,ARI,7.625259985847487
2975417,Patrick Ricard,RB,NYG,7.526500000000002
4240631,DeeJay Dallas,RB,JAX,7.3315
4693370,Riley Nowakowski,RB,PIT,7.2
4869132,Reggie Virgil,WR,ARI,7.17
4429262,Jaheim Bell,TE,PIT,7.125666666666669
4428678,Jamari Thrash,WR,CLE,7.107500000000001
4240573,Ihmir Smith-Marsette,WR,ARI,6.999495238095239
4401805,Dareke Young,WR,LV,6.999495238095239
3126997,Tom Kennedy,WR,DET,6.999495238095239
4240858,Hendon Hooker,QB,TEN,6.669499999999997
4429939,Jawhar Jordan,RB,HOU,6.49
4373273,British Brooks,RB,HOU,6.345366666666671
4366963,Dylan Laube,RB,LV,6.283127579365081
4035537,Kene Nwangwu,RB,NYJ,6.283127579365081
4360763,Brycen Tremayne,WR,CAR,6.267233333333332
4034862,Jack Stoll,TE,CLE,5.61925
2531358,Chris Manhertz,TE,NYG,5.553400000000003
4912274,Sione Vaki,RB,DET,5.494499999999997
4012556,C.J. Ham,RB,MIN,5.488499999999998
4692590,Jalin Hyatt,WR,NYG,4.519
4819231,Kaleb Johnson,RB,PIT,4.26
4035693,Velus Jones Jr.,RB,SEA,3.4960000000000013
4429105,Arian Smith,WR,NYJ,3.14
4362504,Brevin Jordan,TE,HOU,2.9765
4373684,Scott Matlock,RB,LAC,2.7689999999999997
4369886,Chris Blair,WR,ATL,2.6415
4565908,Tyler Scott,WR,LAR,2.150299999999998
3052177,John Ross,WR,,1.6526857142857139
5081338,Kaden Wetjen,WR,PIT,1.47
-16008,Lions D/ST,D/ST,DET,0.0
-16011,Colts D/ST,D/ST,IND,0.0
3051909,Daniel Carlson,K,,0.0
4429805,Frank Gore Jr.,RB,BUF,0.0
4685477,Jam Miller,RB,NE,0.0
-16034,Texans D/ST,D/ST,HOU,0.0
4361100,Jack Westover,RB,NE,0.0
-16019,Giants D/ST,D/ST,NYG,0.0
4427238,Dillon Gabriel,QB,CLE,0.0
4259553,Stetson Bennett IV,QB,LAR,0.0
4696736,Tanner Brown,K,NO,0.0
4431325,Taylen Green,QB,CLE,0.0
11122,Matt Prater,K,,0.0
5529,Philip Rivers,QB,IND,0.0
4429202,Israel Abanikanda,RB,DAL,0.0
3049899,Younghoe Koo,K,,0.0
5091739,Chris Brazzell II,WR,CAR,0.0
4430656,Myles Price,WR,MIN,0.0
12460,Graham Gano,K,,0.0
-16033,Ravens D/ST,D/ST,BAL,0.0
3043234,Zane Gonzalez,K,MIA,0.0
-16014,Rams D/ST,D/ST,LAR,0.0
-16018,Saints D/ST,D/ST,NO,0.0
-16017,Patriots D/ST,D/ST,NE,0.0
4249616,Owen Wright,RB,HOU,0.0
5178972,Jakobie Keeney-James,WR,PIT,0.0
4362162,SaRodorick Thompson Jr.,RB,,0.0
4430388,DeWayne McBride,RB,,0.0
4427105,Max Duggan,QB,,0.0
4594749,Michael Trigg,TE,DAL,0.0
4239934,AJ Dillon,RB,CAR,0.0
16728,Teddy Bridgewater,QB,DET,0.0
15965,Dustin Hopkins,K,,0.0
-16021,Eagles D/ST,D/ST,PHI,0.0
-16015,Dolphins D/ST,D/ST,MIA,0.0
-16007,Broncos D/ST,D/ST,DEN,0.0
4240069,Malik Cunningham,WR,DET,0.0
2579604,Phillip Dorsett II,WR,LV,0.0
4431465,Behren Morton,QB,NE,0.0
4039034,Shane Buechele,QB,BUF,0.0
4361653,Devin Leary,QB,,0.0
3128444,Matthew Wright,K,,0.0
4241555,Elijah Mitchell,RB,,0.0
5208436,Louis Rees-Zammit,RB,,0.0
4361417,Zack Kuntz,TE,DAL,0.0
4426535,Theo Wease Jr.,WR,MIA,0.0
4433971,Kyle McCord,QB,GB,0.0
4242519,Anders Carlson,K,,0.0
4372070,Ben VanSumeren,RB,BUF,0.0
4685381,Emmanuel Henderson Jr.,WR,SEA,0.0
4432722,Athan Kaliakmanis,QB,WSH,0.0
4361765,Brayden Narveson,K,,0.0
4683159,Lewis Bond,WR,HOU,0.0
4361259,Zach Wilson,QB,NO,0.0
4383429,Jacob Saylors,RB,DET,0.0
14993,Greg Zuerlein,K,,0.0
4372066,Jake Moody,K,WSH,0.0
-16004,Bengals D/ST,D/ST,CIN,0.0
-16022,Cardinals D/ST,D/ST,ARI,0.0
15683,Justin Tucker,K,,0.0
4240603,Malik Davis,RB,DAL,0.0
4361088,Colson Yankoff,TE,WSH,0.0
4429121,Kalel Mullings,RB,TEN,0.0
4596602,Brashard Smith,RB,KC,0.0
4566158,Ben Sauls,K,NYG,0.0
4601080,Raheim Sanders,RB,CLE,0.0
3914397,Scotty Miller,WR,CHI,0.0
4242536,Sal Cannella,TE,,0.0
4567747,Garrett Nussmeier,QB,KC,0.0
4362452,Jaret Patterson,RB,LAC,0.0
4241820,Sam Ehlinger,QB,DEN,0.0
-16005,Browns D/ST,D/ST,CLE,0.0
4879194,Josh Cameron,WR,JAX,0.0
4690143,LaJohntay Wester,WR,BAL,0.0
-16002,Bills D/ST,D/ST,BUF,0.0
-16030,Jaguars D/ST,D/ST,JAX,0.0
-16024,Chargers D/ST,D/ST,LAC,0.0
4569682,Audric Estime,RB,NO,0.0
5081508,Eli Heidenreich,RB,PIT,0.0
4427728,Bam Knight,RB,ARI,0.0
16339,Brandon McManus,K,,0.0
4249030,D.J. Montgomery,WR,IND,0.0
3871102,David Sills V,WR,TB,0.0
4241410,Jelani Woods,TE,NYJ,0.0
4374045,Teagan Quitoriano,TE,ARI,0.0
-16013,Raiders D/ST,D/ST,LV,0.0
-16001,Falcons D/ST,D/ST,ATL,0.0
-16020,Jets D/ST,D/ST,NYJ,0.0
-16029,Panthers D/ST,D/ST,CAR,0.0
4683243,Mitchell Evans,TE,CAR,0.0
-16023,Steelers D/ST,D/ST,PIT,0.0
-16028,Commanders D/ST,D/ST,WSH,0.0
4431479,Ricky White III,WR,SEA,0.0
-16025,49ers D/ST,D/ST,SF,0.0
-16016,Vikings D/ST,D/ST,MIN,0.0
-16012,Chiefs D/ST,D/ST,KC,0.0
-16006,Cowboys D/ST,D/ST,DAL,0.0
4571557,Spencer Shrader,K,IND,0.0
4432734,Jalen Milroe,QB,SEA,0.0
4682652,Devin Neal,RB,NO,0.0
4695193,Efton Chism III,WR,NE,0.0
2975674,Robert Tonyan,TE,PIT,0.0
4424106,Gunner Olszewski,WR,NYG,0.0
4248425,Carlos Washington Jr.,RB,MIA,0.0
4429955,Will Howard,QB,PIT,0.0
4691688,Robbie Ouzts,RB,SEA,0.0
4428116,Isaiah Neyor,WR,GB,0.0
4431509,Kaden Prather,WR,GB,0.0
4426689,Ulysses Bentley IV,RB,IND,0.0
4605841,Nathan Carter,RB,ATL,0.0
4431431,Corey Kiner,RB,ARI,0.0
4431536,Donovan Edwards,RB,MIA,0.0
4431353,Xavier Restrepo,WR,TEN,0.0
3821683,Austin Seibert,K,,0.0
-16010,Titans D/ST,D/ST,TEN,0.0
4257364,Zavier Scott,RB,MIN,0.0
4036032,Brittain Brown,RB,CHI,0.0
4240577,Brandon Smith,WR,PIT,0.0
4685039,Michael Pratt,QB,,0.0
4360799,Jordan Travis,QB,,0.0
4360637,Jeshaun Jones,WR,MIN,0.0
4683151,Deion Burks,WR,IND,0.0
4613050,Quentin Skinner,WR,BUF,0.0
-16003,Bears D/ST,D/ST,CHI,0.0
4429466,Drake Dabney,TE,GB,0.0
4242526,John Samuel Shenker,TE,,0.0
5092436,Jude McAtamney,K,,0.0
-16027,Buccaneers D/ST,D/ST,TB,0.0
-16009,Packers D/ST,D/ST,GB,0.0
4051167,Parker Romo,K,,0.0
4245661,Lucas Havrisik,K,,0.0
4698253,Lan Larison,RB,NE,0.0
3123052,Michael Badgley,K,,0.0
3728262,Ray-Ray McCloud III,WR,CHI,0.0
4243315,Salvon Ahmed,RB,CHI,0.0
4596439,Dominic Lovett,WR,DET,0.0
15168,Case Keenum,QB,CHI,0.0
4877203,Gage Larvadain,WR,CLE,0.0
4429435,Brady Cook,QB,NYJ,0.0
4808830,Damien Martinez,RB,GB,0.0
4572786,Dennis Houston,WR,TB,0.0
3914307,Maurice Alexander,WR,CHI,0.0
4431466,Jordan Watkins,WR,SF,0.0
4035115,Albert Okwuegbunam Jr.,TE,LV,0.0
4050373,Quez Watkins,WR,PHI,0.0
4708049,Gavin Bartholomew,TE,MIN,0.0
4878878,Amar Johnson,RB,LAC,0.0
4570738,Ke'Shawn Williams,WR,CIN,0.0
4430431,Kurtis Rourke,QB,SF,0.0
4245645,Gary Brightwell,RB,CIN,0.0
4372026,Cameron Latu,TE,PHI,0.0
4259592,Sean Clifford,QB,CIN,0.0
4569609,Evan Hull,RB,ARI,0.0
4566192,Joshua Karty,K,,0.0
4573398,Max Brosmer,QB,MIN,0.0
4879250,Cole Payton,QB,PHI,0.0
3975763,Greg Joseph,K,,0.0
2576581,Chris Moore,WR,BAL,0.0
4034704,Michael Bandy,WR,DEN,0.0
4363551,Dylan Drummond,WR,ATL,0.0
4426479,Cornelius Johnson,WR,BAL,0.0
4775196,Tommy Mellott,WR,,0.0
4432338,Luke Lachey,TE,GB,0.0
3115928,Malik Turner,WR,SF,0.0
4710341,Jarquez Hunter,RB,LAR,0.0
4689988,Jason Brownlee,WR,KC,0.0
5065495,Kaden Davis,WR,CHI,0.0
4428119,Lew Nichols,RB,PIT,0.0
4429012,Kendall Milton,RB,CIN,0.0
-16026,Seahawks D/ST,D/ST,SEA,0.0
4568024,Josh Williams,RB,TB,0.0
4570688,Caden Davis,K,,0.0
4428963,Cade York,K,NYJ,0.0
3120590,Easton Stick,QB,IND,0.0
4035222,Trayveon Williams,RB,DET,0.0
4693331,Cam Miller,QB,MIA,0.0
3948283,Stephen Carlson,TE,CHI,0.0
3932442,Equanimeous St. Brown,WR,,0.0
4426335,Graham Mertz,QB,HOU,0.0
4567506,Tahj Washington,WR,MIA,0.0
4243176,Brady Russell,RB,SEA,0.0
